Scheme Code;Scheme Name;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Equity Scheme - Multi Cap Fund )


PPFAS Mutual Fund
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.1442;;;17-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.1393;;;18-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.0482;;;19-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.3774;;;20-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.6284;;;23-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.6170;;;24-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.4612;;;25-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.5047;;;26-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.4744;;;27-Sep-2019
147482;Parag Parikh Tax Saver Fund- Regular Growth;INF879O01092;;10.4198;;;30-Sep-2019

Open Ended Schemes ( Debt Scheme - Liquid Fund )


PPFAS Mutual Fund
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;01-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;02-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;03-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;04-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;05-Jul-2019
143263;Parag Parikh Liquid Fund- Direct Plan- Daily Dividend Reinvestment;;;1000.2000;;;07-Jul-2019
